"Story","Title","Result","Date","Stability","Duration (s)"
"Flujo E2E COMPRA DE 2 PRODUCTOS","Agregar los 2 productos al carrito de compras","ERROR","2024-07-25T19:17:40.985-05:00[America/Bogota]","0.0","201.36"
