"Story","Title","Result","Date","Stability","Duration (s)"
"Flujo E2E COMPRA DE 2 PRODUCTOS","Agregar los 2 productos al carrito de compras","SUCCESS","2024-07-25T19:19:21.785-05:00[America/Bogota]","0.0","38.68"
